lead_id,first_name,last_name,email,company,source,status,score,converted_opp_id,converted_account_id,converted_date,created_at
3586,Charles,Brown,charles.brown,VertexAI,Paid Search,New,62,,,,2024-12-18T00:00:00
3587,John,Gonzalez,john.gonzalez3587@agiledynamics.com,Agile Dynamics,Event,Working,14,,,,2021-12-19T00:00:00
3588,Richard,Jones,richard.jones3588@streamlineanalytics.com,StreamLine Analytics,Event,Converted,87,2315,814,2024-11-18,2024-10-08T00:00:00
3589,Daniel,Smith,daniel.smith3589@cloudscalesystems.com,CloudScale Systems,Outbound - Cold,Converted,80,1475,343,2024-10-31,2024-10-22T00:00:00
3590,David,Martinez,david.martinez3590@corestack.com,CoreStack,Product-Led,Working,67,,,,2024-01-11T00:00:00
3591,Barbara,Lopez,barbara.lopez3591@agiledynamics.com,Agile Dynamics,,Disqualified,21,,,,2020-02-26T00:00:00
3592,Linda,Martin,linda.martin3592@innovateco.com,InnovateCo,Inbound - Web,MQL,57,,,,2022-07-30T00:00:00
3593,Daniel,Jones,daniel.jones3593@agiledynamics.com,Agile Dynamics,Product-Led,Converted,51,3978,318,2024-12-05,2024-11-03T00:00:00
3594,James,Davis,james.davis3594@techflowinc.com,TechFlow Inc,Social Media,Working,63,,,,2020-12-25T00:00:00
3595,David,Lopez,david.lopez3595@vertexai.com,VertexAI,Outbound - Cold,Working,54,,,,2024-08-14T00:00:00
3596,Lisa,Smith,lisa.smith3596@rapidcloud.com,RapidCloud,Outbound - Cold,SQL,97,,,,2023-08-12T00:00:00
3597,William,Lee,william.lee3597@insightplatforms.com,Insight Platforms,,Nurture,67,,,,2020-05-19T00:00:00
3598,Patricia,Jones,patricia.jones3598@scaleupsystems.com,ScaleUp Systems,Inbound - Content,New,47,,,,2021-04-28T00:00:00
3599,Jennifer,Rodriguez,jennifer.rodriguez3599@quantumlogiclabs.com,QuantumLogic Labs,Outbound - SDR,Disqualified,14,,,,2024-05-06T00:00:00
3600,Charles,Jones,charles.jones3600@futureforge.com,FutureForge,Inbound - Content,New,62,,,,2020-06-24T00:00:00
3601,Barbara,Thomas,barbara.thomas3601@pulsepointdigital.com,PulsePoint Digital,Outbound - Cold,Working,51,,,,2021-09-09T00:00:00
3602,Richard,Johnson,richard.johnson3602@metasync.com,MetaSync,Partner Referral,Converted,61,363,880,2023-12-20,2023-10-01T00:00:00
3603,Michael,Rodriguez,michael.rodriguez3603@nexgensolutions.com,NexGen Solutions,Outbound - SDR,Nurture,32,,,,2021-11-15T00:00:00
3604,Susan,Anderson,susan.anderson3604@brightwavetech.com,BrightWave Tech,Outbound - SDR,Disqualified,2,,,,2023-10-07T00:00:00
3605,John,Martin,john.martin3605@cloudscalesystems.com,CloudScale Systems,Inbound - Webinar,New,61,,,,2020-03-12T00:00:00
3606,Nancy,Taylor,nancy.taylor3606@pulsepointdigital.com,PulsePoint Digital,Social Media,Disqualified,21,,,,2023-12-28T00:00:00
3607,Charles,Williams,charles.williams3607@pulsepointdigital.com,PulsePoint Digital,Product-Led,Working,53,,,,2024-04-23T00:00:00
3608,Charles,Jones,charles.jones3608@streamlineanalytics.com,StreamLine Analytics,Inbound - Webinar,Nurture,60,,,,2024-05-27T00:00:00
3609,Linda,Davis,linda.davis3609@cybervault.com,CyberVault,Outbound - SDR,Disqualified,8,,,,2023-08-12T00:00:00
3610,Lisa,Martin,lisa.martin3610@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Content,Converted,79,1169,449,2021-04-07,2021-02-09T00:00:00
3611,Susan,Thomas,susan.thomas3611@nexgensolutions.com,NexGen Solutions,Inbound - Web,New,62,,,,2024-08-13T00:00:00
3612,Robert,Rodriguez,robert.rodriguez3612@innovateco.com,InnovateCo,Inbound - Content,Converted,75,146,470,2024-08-18,2024-08-10T00:00:00
3613,Robert,Brown,robert.brown3613@techflowinc.com,TechFlow Inc,Outbound - Cold,Converted,57,900,300,2024-03-20,2024-01-06T00:00:00
3614,John,Miller,john.miller3614@primepathdigital.com,PrimePath Digital,Inbound - Web,Converted,53,77,8,2023-07-30,2023-07-21T00:00:00
3615,Richard,Anderson,richard.anderson3615@pulsepointdigital.com,PulsePoint Digital,Social Media,Nurture,50,,,,2020-10-13T00:00:00
3616,John,Taylor,,StreamLine Analytics,Outbound - SDR,Nurture,59,,,,2024-11-30T00:00:00
3617,Charles,Hernandez,charles.hernandez3617@brightwavetech.com,BrightWave Tech,Event,Disqualified,14,,,,2021-07-25T00:00:00
3618,Sarah,Rodriguez,,CloudScale Systems,Outbound - SDR,Nurture,46,,,,2023-03-26T00:00:00
3619,Jessica,Garcia,jessica.garcia3619@innovateco.com,InnovateCo,Inbound - Content,Converted,99,342,237,2023-09-28,2023-09-18T00:00:00
3620,Robert,Davis,robert.davis3620@rapidcloud.com,RapidCloud,Social Media,Nurture,60,,,,2023-06-22T00:00:00
3621,Christopher,Wilson,christopher.wilson3621@insightplatforms.com,Insight Platforms,Product-Led,Converted,86,360,924,2024-09-04,2024-08-22T00:00:00
3622,Nancy,Gonzalez,nancy.gonzalez3622@quantumlogiclabs.com,QuantumLogic Labs,Product-Led,SQL,79,,,,2024-12-20T00:00:00
3623,Susan,Thomas,susan.thomas3623@innovateco.com,InnovateCo,Inbound - Web,Disqualified,-30,,,,2024-09-04T00:00:00
3624,William,Thomas,william.thomas,NexGen Solutions,Partner Referral,Converted,63,1731,405,2023-11-04,2023-09-29T00:00:00
3625,Patricia,Smith,patricia.smith3625@insightplatforms.com,Insight Platforms,Event,Converted,50,2712,31,2022-10-31,2022-11-07T00:00:00
3626,Jessica,Rodriguez,jessica.rodriguez3626@scaleupsystems.com,ScaleUp Systems,Event,New,46,,,,2022-07-20T00:00:00
3627,John,Smith,john.smith3627@corestack.com,CoreStack,,Disqualified,2,,,,2021-11-05T00:00:00
3628,Elizabeth,Smith,elizabeth.smith3628@metasync.com,MetaSync,Product-Led,Converted,81,1659,644,2024-12-14,2024-09-21T00:00:00
3629,David,Johnson,david.johnson3629@techflowinc.com,TechFlow Inc,Product-Led,MQL,89,,,,2023-12-18T00:00:00
3630,Elizabeth,Brown,elizabeth.brown3630@nexgensolutions.com,NexGen Solutions,Inbound - Content,New,30,,,,2022-12-08T00:00:00
3631,Barbara,Moore,barbara.moore3631@agiledynamics.com,Agile Dynamics,Inbound - Content,Disqualified,9,,,,2023-10-27T00:00:00
3632,Jennifer,Moore,jennifer.moore3632@nexgensolutions.com,NexGen Solutions,Outbound - Cold,Nurture,32,,,,2024-05-26T00:00:00
3633,James,Lee,james.lee3633@nexgensolutions.com,NexGen Solutions,Product-Led,Converted,66,3293,882,2023-08-26,2023-06-29T00:00:00
3634,Jennifer,Martinez,jennifer.martinez3634@innovateco.com,InnovateCo,Product-Led,Disqualified,17,,,,2020-10-22T00:00:00
3635,Richard,Rodriguez,richard.rodriguez3635@insightplatforms.com,Insight Platforms,Inbound - Content,New,43,,,,2021-03-25T00:00:00
3636,Sarah,Anderson,sarah.anderson3636@streamlineanalytics.com,StreamLine Analytics,Event,MQL,66,,,,2020-01-25T00:00:00
3637,Charles,Moore,charles.moore3637@rapidcloud.com,RapidCloud,Inbound - Webinar,Converted,93,973,334,2022-01-19,2021-11-02T00:00:00
3638,Michael,Rodriguez,michael.rodriguez3638@databridgecorp.com,DataBridge Corp,Inbound - Webinar,New,38,,,,2020-01-15T00:00:00
3639,William,Jones,william.jones3639@brightwavetech.com,BrightWave Tech,Inbound - Webinar,Working,16,,,,2023-08-31T00:00:00
3640,Elizabeth,Martin,elizabeth.martin3640@insightplatforms.com,Insight Platforms,Inbound - Content,Disqualified,19,,,,2023-07-11T00:00:00
3641,Michael,Garcia,michael.garcia3641@pulsepointdigital.com,PulsePoint Digital,Partner Referral,New,60,,,,2020-03-27T00:00:00
3642,Joseph,Hernandez,joseph.hernandez3642@corestack.com,CoreStack,Inbound - Webinar,Converted,72,4437,560,2024-05-01,2024-03-23T00:00:00
3643,Nancy,Wilson,nancy.wilson3643@metasync.com,MetaSync,Inbound - Webinar,MQL,67,,,,2021-09-15T00:00:00
3644,Jennifer,Lopez,jennifer.lopez3644@rapidcloud.com,RapidCloud,Outbound - SDR,MQL,81,,,,2021-02-10T00:00:00
3645,Richard,Hernandez,richard.hernandez3645@innovateco.com,InnovateCo,Product-Led,Converted,64,4881,951,2023-11-04,2023-10-13T00:00:00
3646,David,Brown,david.brown3646@databridgecorp.com,DataBridge Corp,Inbound - Webinar,New,29,,,,2020-11-09T00:00:00
3647,Linda,Jones,linda.jones3647@truenorthdata.com,TrueNorth Data,Product-Led,Converted,79,4652,536,2024-09-14,2024-07-18T00:00:00
3648,James,Smith,james.smith3648@futureforge.com,FutureForge,Partner Referral,New,68,,,,2022-05-11T00:00:00
3649,John,Garcia,john.garcia3649@techflowinc.com,TechFlow Inc,Inbound - Content,SQL,74,,,,2023-05-03T00:00:00
3650,Daniel,Taylor,daniel.taylor3650@innovateco.com,InnovateCo,Social Media,Converted,86,3966,418,2024-02-18,2023-11-26T00:00:00
3651,Joseph,Brown,joseph.brown3651@innovateco.com,InnovateCo,,Working,11,,,,2020-08-11T00:00:00
3652,James,Thomas,james.thomas3652@rapidcloud.com,RapidCloud,Outbound - SDR,New,57,,,,2021-10-20T00:00:00
3653,Lisa,Smith,lisa.smith3653@nexgensolutions.com,NexGen Solutions,Product-Led,Converted,97,4913,756,2021-07-27,2021-05-20T00:00:00
3654,Karen,Thompson,karen.thompson,StreamLine Analytics,,Converted,87,750,446,2023-08-11,2023-05-17T00:00:00
3655,Karen,Wilson,karen.wilson3655@insightplatforms.com,Insight Platforms,Inbound - Web,Disqualified,28,,,,2020-01-05T00:00:00
3656,Sarah,Lopez,sarah.lopez3656@nexgensolutions.com,NexGen Solutions,Paid Search,New,24,,,,2024-07-24T00:00:00
3657,Linda,Lee,linda.lee3657@brightwavetech.com,BrightWave Tech,Product-Led,Disqualified,24,,,,2023-11-22T00:00:00
3658,Lisa,Lopez,lisa.lopez3658@vertexai.com,VertexAI,Outbound - SDR,MQL,97,,,,2021-01-28T00:00:00
3659,John,Jones,john.jones3659@streamlineanalytics.com,StreamLine Analytics,Partner Referral,Converted,62,3955,399,2024-02-28,2024-02-26T00:00:00
3660,John,Williams,john.williams3660@streamlineanalytics.com,StreamLine Analytics,Inbound - Webinar,Converted,95,3647,927,2020-04-07,2020-02-05T00:00:00
3661,Lisa,Martinez,lisa.martinez3661@insightplatforms.com,Insight Platforms,Inbound - Web,Working,38,,,,2023-10-23T00:00:00
3662,Daniel,Jones,daniel.jones3662@techflowinc.com,TechFlow Inc,Product-Led,SQL,89,,,,2022-10-21T00:00:00
3663,Sarah,Lopez,sarah.lopez3663@insightplatforms.com,Insight Platforms,Inbound - Webinar,MQL,75,,,,2024-03-12T00:00:00
3664,Mary,Smith,mary.smith3664@truenorthdata.com,TrueNorth Data,Outbound - SDR,SQL,97,,,,2023-04-07T00:00:00
3665,Susan,Anderson,susan.anderson3665@streamlineanalytics.com,StreamLine Analytics,Inbound - Content,SQL,62,,,,2020-08-26T00:00:00
3666,Linda,Gonzalez,linda.gonzalez3666@pulsepointdigital.com,PulsePoint Digital,Outbound - Cold,New,66,,,,2020-07-06T00:00:00
3667,John,Smith,john.smith3667@vertexai.com,VertexAI,Paid Search,Converted,58,850,676,2022-12-16,2022-12-09T00:00:00
3668,Sarah,Jones,sarah.jones,QuantumLogic Labs,Event,Converted,68,1880,320,2023-07-22,2023-05-13T00:00:00
3669,Nancy,Taylor,nancy.taylor3669@futureforge.com,FutureForge,Outbound - Cold,SQL,95,,,,2021-12-17T00:00:00
3670,David,Lopez,david.lopez3670@brightwavetech.com,BrightWave Tech,Partner Referral,New,40,,,,2023-05-27T00:00:00
3671,Charles,Johnson,charles.johnson,StreamLine Analytics,Social Media,Converted,53,2642,603,2024-07-12,2024-05-06T00:00:00
3672,Charles,Brown,charles.brown3672@futureforge.com,FutureForge,Inbound - Content,Converted,77,2627,447,2024-07-03,2024-06-05T00:00:00
3673,Linda,Lopez,linda.lopez3673@insightplatforms.com,Insight Platforms,Outbound - SDR,New,22,,,,2020-10-31T00:00:00
3674,Robert,Miller,robert.miller3674@rapidcloud.com,RapidCloud,Social Media,SQL,61,,,,2024-05-16T00:00:00
3675,Robert,Martin,robert.martin3675@innovateco.com,InnovateCo,Social Media,Working,45,,,,2020-09-04T00:00:00
3676,Sarah,Williams,sarah.williams3676@vertexai.com,VertexAI,Inbound - Web,MQL,87,,,,2024-03-07T00:00:00
3677,Sarah,Thompson,sarah.thompson3677@nexgensolutions.com,NexGen Solutions,Partner Referral,MQL,68,,,,2020-06-26T00:00:00
3678,Richard,Lopez,richard.lopez3678@brightwavetech.com,BrightWave Tech,Outbound - SDR,Working,10,,,,2021-08-20T00:00:00
3679,Susan,Lee,susan.lee3679@quantumlogiclabs.com,QuantumLogic Labs,Product-Led,MQL,56,,,,2022-06-24T00:00:00
3680,Daniel,Brown,daniel.brown3680@techflowinc.com,TechFlow Inc,Outbound - Cold,Disqualified,9,,,,2021-10-15T00:00:00
3681,Robert,Smith,robert.smith3681@streamlineanalytics.com,StreamLine Analytics,Outbound - Cold,Nurture,42,,,,2021-03-13T00:00:00
3682,Elizabeth,Thomas,elizabeth.thomas3682@cloudscalesystems.com,CloudScale Systems,Event,MQL,87,,,,2021-06-02T00:00:00
3683,Mary,Thomas,mary.thomas3683@corestack.com,CoreStack,Partner Referral,Converted,80,1366,418,2024-05-04,2024-03-11T00:00:00
3684,Susan,Jones,susan.jones3684@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,SQL,78,,,,2022-03-11T00:00:00
3685,Thomas,Johnson,thomas.johnson3685@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Web,MQL,63,,,,2022-04-13T00:00:00
3686,Linda,Hernandez,linda.hernandez3686@scaleupsystems.com,ScaleUp Systems,Product-Led,Converted,84,3164,838,2024-09-02,2024-06-08T00:00:00
3687,Charles,Davis,charles.davis3687@techflowinc.com,TechFlow Inc,Partner Referral,Nurture,47,,,,2023-09-23T00:00:00
3688,Barbara,Smith,,MetaSync,Event,Disqualified,14,,,,2024-11-14T00:00:00
3689,Thomas,Martinez,thomas.martinez3689@cloudscalesystems.com,CloudScale Systems,Partner Referral,Working,-14,,,,2021-03-04T00:00:00
3690,Robert,Taylor,robert.taylor3690@techflowinc.com,TechFlow Inc,Product-Led,Disqualified,27,,,,2024-06-02T00:00:00
3691,Linda,Miller,,Insight Platforms,Inbound - Web,New,70,,,,2022-04-14T00:00:00
3692,John,Thomas,john.thomas3692@quantumlogiclabs.com,QuantumLogic Labs,Outbound - SDR,Converted,54,3774,508,2023-02-06,2023-01-03T00:00:00
3693,Christopher,Williams,christopher.williams3693@corestack.com,CoreStack,Product-Led,Nurture,16,,,,2021-07-04T00:00:00
3694,Linda,Gonzalez,linda.gonzalez3694@corestack.com,CoreStack,Event,New,13,,,,2024-07-11T00:00:00
3695,William,Wilson,william.wilson3695@truenorthdata.com,TrueNorth Data,Event,Working,27,,,,2022-03-29T00:00:00
3696,John,Rodriguez,john.rodriguez,RapidCloud,Paid Search,SQL,77,,,,2024-06-11T00:00:00
3697,Joseph,Wilson,joseph.wilson3697@vertexai.com,VertexAI,Outbound - Cold,Converted,96,719,230,2024-10-23,2024-08-13T00:00:00
3698,Linda,Rodriguez,linda.rodriguez3698@primepathdigital.com,PrimePath Digital,Inbound - Content,Converted,68,2921,21,2024-06-03,2024-05-07T00:00:00
3699,Michael,Miller,michael.miller3699@cloudscalesystems.com,CloudScale Systems,Outbound - Cold,MQL,90,,,,2021-08-27T00:00:00
3700,Jennifer,Miller,jennifer.miller3700@databridgecorp.com,DataBridge Corp,Paid Search,Nurture,55,,,,2024-06-29T00:00:00
3701,Mary,Martinez,mary.martinez3701@streamlineanalytics.com,StreamLine Analytics,Inbound - Web,Nurture,15,,,,2022-07-07T00:00:00
3702,Susan,Thomas,susan.thomas3702@streamlineanalytics.com,StreamLine Analytics,Inbound - Webinar,SQL,70,,,,2023-06-30T00:00:00
3703,Christopher,Hernandez,christopher.hernandez3703@scaleupsystems.com,ScaleUp Systems,Product-Led,MQL,95,,,,2020-04-07T00:00:00
3704,Linda,Anderson,linda.anderson3704@cybervault.com,CyberVault,Event,MQL,79,,,,2020-04-02T00:00:00
3705,David,Thomas,david.thomas3705@truenorthdata.com,TrueNorth Data,Outbound - Cold,MQL,95,,,,2023-02-06T00:00:00
3706,John,Williams,john.williams3706@agiledynamics.com,Agile Dynamics,Outbound - Cold,Working,28,,,,2020-02-16T00:00:00
3707,Robert,Taylor,robert.taylor3707@innovateco.com,InnovateCo,Outbound - SDR,Working,44,,,,2024-03-04T00:00:00
3708,Mary,Taylor,mary.taylor3708@corestack.com,CoreStack,Paid Search,Working,34,,,,2020-08-02T00:00:00
3709,Jennifer,Jackson,jennifer.jackson3709@insightplatforms.com,Insight Platforms,Paid Search,MQL,100,,,,2023-10-17T00:00:00
3710,Nancy,Thomas,nancy.thomas3710@truenorthdata.com,TrueNorth Data,Outbound - Cold,Disqualified,11,,,,2024-07-07T00:00:00
3711,Charles,Davis,charles.davis3711@innovateco.com,InnovateCo,Outbound - SDR,New,59,,,,2021-07-01T00:00:00
3712,Elizabeth,Martin,elizabeth.martin3712@primepathdigital.com,PrimePath Digital,Paid Search,Nurture,20,,,,2024-07-12T00:00:00
3713,William,Hernandez,william.hernandez3713@brightwavetech.com,BrightWave Tech,Outbound - SDR,New,29,,,,2020-05-10T00:00:00
3714,Barbara,Gonzalez,barbara.gonzalez3714@agiledynamics.com,Agile Dynamics,Inbound - Webinar,Converted,97,3149,205,2024-11-27,2024-11-24T00:00:00
3715,Michael,Lopez,michael.lopez3715@scaleupsystems.com,ScaleUp Systems,Event,SQL,54,,,,2021-11-20T00:00:00
3716,Jennifer,Brown,jennifer.brown3716@pulsepointdigital.com,PulsePoint Digital,Product-Led,Disqualified,1,,,,2022-04-15T00:00:00
3717,Patricia,Anderson,patricia.anderson3717@databridgecorp.com,DataBridge Corp,Inbound - Web,Nurture,40,,,,2023-11-10T00:00:00
3718,Richard,Martinez,richard.martinez3718@insightplatforms.com,Insight Platforms,Social Media,MQL,75,,,,2021-07-26T00:00:00
3719,David,Thompson,david.thompson3719@futureforge.com,FutureForge,Social Media,New,64,,,,2021-06-29T00:00:00
3720,Robert,Hernandez,robert.hernandez3720@quantumlogiclabs.com,QuantumLogic Labs,Paid Search,Nurture,23,,,,2024-06-29T00:00:00
3721,Christopher,Davis,christopher.davis3721@agiledynamics.com,Agile Dynamics,Partner Referral,SQL,54,,,,2024-08-18T00:00:00
3722,Nancy,Garcia,nancy.garcia3722@streamlineanalytics.com,StreamLine Analytics,Outbound - Cold,New,55,,,,2021-01-03T00:00:00
3723,Christopher,Thompson,christopher.thompson3723@vertexai.com,VertexAI,Event,Working,14,,,,2023-02-24T00:00:00
3724,James,Gonzalez,,CoreStack,Social Media,Working,29,,,,2020-10-30T00:00:00
3725,James,Taylor,james.taylor3725@vertexai.com,VertexAI,Paid Search,MQL,89,,,,2023-03-08T00:00:00
3726,Michael,Johnson,michael.johnson3726@vertexai.com,VertexAI,Outbound - SDR,New,66,,,,2021-02-08T00:00:00
3727,Linda,Thompson,linda.thompson3727@cybervault.com,CyberVault,Outbound - Cold,New,16,,,,2020-04-23T00:00:00
3728,Michael,Martinez,michael.martinez3728@techflowinc.com,TechFlow Inc,Inbound - Content,Converted,50,1869,948,2024-11-29,2024-09-15T00:00:00
3729,Mary,Lopez,mary.lopez3729@cybervault.com,CyberVault,Outbound - SDR,New,43,,,,2023-10-23T00:00:00
3730,Mary,Thompson,mary.thompson3730@databridgecorp.com,DataBridge Corp,Inbound - Webinar,New,22,,,,2024-05-25T00:00:00
3731,Daniel,Martin,daniel.martin3731@truenorthdata.com,TrueNorth Data,Inbound - Content,Working,46,,,,2023-07-05T00:00:00
3732,Michael,Martinez,michael.martinez3732@vertexai.com,VertexAI,Inbound - Webinar,Converted,66,2905,795,2022-12-06,2022-11-25T00:00:00
3733,David,Jones,david.jones3733@brightwavetech.com,BrightWave Tech,Paid Search,MQL,89,,,,2020-06-26T00:00:00
3734,Richard,Rodriguez,richard.rodriguez3734@truenorthdata.com,TrueNorth Data,Outbound - SDR,SQL,53,,,,2024-07-25T00:00:00
3735,Mary,Anderson,mary.anderson3735@insightplatforms.com,Insight Platforms,,New,29,,,,2021-03-15T00:00:00
3736,James,Johnson,james.johnson3736@pulsepointdigital.com,PulsePoint Digital,Inbound - Content,Converted,60,285,707,2024-12-04,2024-11-19T00:00:00
3737,Barbara,Anderson,,PulsePoint Digital,Social Media,Nurture,32,,,,2023-01-07T00:00:00
3738,Sarah,Williams,sarah.williams3738@cloudscalesystems.com,CloudScale Systems,Inbound - Web,MQL,54,,,,2021-09-25T00:00:00
3739,Mary,Thompson,mary.thompson3739@corestack.com,CoreStack,Outbound - Cold,MQL,88,,,,2024-09-14T00:00:00
3740,William,Hernandez,william.hernandez3740@insightplatforms.com,Insight Platforms,Outbound - SDR,Working,20,,,,2021-09-17T00:00:00
3741,Linda,Martin,,QuantumLogic Labs,Outbound - SDR,Disqualified,6,,,,2024-12-10T00:00:00
3742,Michael,Williams,michael.williams3742@cloudscalesystems.com,CloudScale Systems,Partner Referral,Converted,62,411,397,2022-04-08,2022-03-13T00:00:00
3743,Joseph,Gonzalez,joseph.gonzalez3743@rapidcloud.com,RapidCloud,Outbound - Cold,New,62,,,,2021-06-16T00:00:00
3744,Joseph,Jones,joseph.jones3744@scaleupsystems.com,ScaleUp Systems,Social Media,Working,52,,,,2020-12-30T00:00:00
3745,Linda,Jackson,linda.jackson3745@scaleupsystems.com,ScaleUp Systems,Outbound - Cold,New,49,,,,2023-04-03T00:00:00
3746,Daniel,Garcia,daniel.garcia3746@agiledynamics.com,Agile Dynamics,Paid Search,Working,27,,,,2022-09-17T00:00:00
3747,Christopher,Smith,christopher.smith3747@nexgensolutions.com,NexGen Solutions,Paid Search,Disqualified,15,,,,2022-06-11T00:00:00
3748,Michael,Moore,michael.moore3748@vertexai.com,VertexAI,Outbound - SDR,Disqualified,24,,,,2020-11-17T00:00:00
3749,Karen,Gonzalez,karen.gonzalez3749@brightwavetech.com,BrightWave Tech,Paid Search,Nurture,58,,,,2022-04-17T00:00:00
3750,Barbara,Martin,barbara.martin3750@agiledynamics.com,Agile Dynamics,Outbound - SDR,Converted,97,2910,536,2024-07-10,2024-07-04T00:00:00
3751,Patricia,Martinez,patricia.martinez3751@rapidcloud.com,RapidCloud,Event,Converted,80,2188,26,2024-01-04,2023-12-18T00:00:00
3752,Christopher,Wilson,christopher.wilson3752@cybervault.com,CyberVault,Outbound - SDR,Working,39,,,,2020-07-02T00:00:00
3753,Sarah,Taylor,sarah.taylor3753@rapidcloud.com,RapidCloud,Inbound - Web,Converted,77,3948,942,2023-07-25,2023-06-23T00:00:00
3754,Susan,Anderson,susan.anderson,CyberVault,Inbound - Webinar,MQL,75,,,,2021-07-27T00:00:00
3755,Elizabeth,Anderson,elizabeth.anderson3755@databridgecorp.com,DataBridge Corp,Product-Led,Converted,77,1485,317,2024-07-06,2024-05-10T00:00:00
3756,Jessica,Taylor,jessica.taylor3756@metasync.com,MetaSync,Paid Search,Working,53,,,,2020-12-21T00:00:00
3757,John,Thomas,john.thomas3757@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Webinar,Converted,80,1118,407,2023-02-15,2022-11-23T00:00:00
3758,Charles,Hernandez,charles.hernandez3758@vertexai.com,VertexAI,Paid Search,Converted,58,2553,597,2024-11-02,2024-10-02T00:00:00
3759,Thomas,Garcia,thomas.garcia3759@cloudscalesystems.com,CloudScale Systems,Inbound - Web,SQL,90,,,,2024-05-14T00:00:00
3760,Jessica,Wilson,jessica.wilson3760@scaleupsystems.com,ScaleUp Systems,Product-Led,Nurture,36,,,,2021-05-30T00:00:00
3761,Sarah,Anderson,sarah.anderson3761@agiledynamics.com,Agile Dynamics,Inbound - Content,Converted,74,1246,108,2024-01-27,2023-12-28T00:00:00
3762,Robert,Thomas,,NexGen Solutions,Outbound - SDR,New,34,,,,2022-09-22T00:00:00
3763,Nancy,Wilson,nancy.wilson,Agile Dynamics,Outbound - Cold,SQL,57,,,,2024-03-22T00:00:00
3764,David,Wilson,david.wilson3764@pulsepointdigital.com,PulsePoint Digital,Product-Led,Nurture,60,,,,2020-07-10T00:00:00
3765,Elizabeth,Anderson,elizabeth.anderson3765@corestack.com,CoreStack,,New,34,,,,2023-04-15T00:00:00
3766,Robert,Wilson,robert.wilson3766@cybervault.com,CyberVault,Event,Nurture,38,,,,2020-05-28T00:00:00
3767,Linda,Lee,linda.lee,Insight Platforms,Paid Search,New,58,,,,2021-12-10T00:00:00
3768,Richard,Miller,richard.miller3768@corestack.com,CoreStack,Inbound - Webinar,Converted,52,645,257,2024-07-12,2024-06-27T00:00:00
3769,Susan,Taylor,susan.taylor3769@quantumlogiclabs.com,QuantumLogic Labs,Event,Working,58,,,,2020-06-15T00:00:00
3770,Sarah,Hernandez,,BrightWave Tech,Inbound - Web,Disqualified,17,,,,2023-10-15T00:00:00
3771,Patricia,Martin,patricia.martin3771@cloudscalesystems.com,CloudScale Systems,Product-Led,New,22,,,,2023-03-06T00:00:00
3772,Richard,Jackson,richard.jackson3772@truenorthdata.com,TrueNorth Data,Outbound - SDR,Working,26,,,,2020-02-09T00:00:00
3773,William,Smith,william.smith3773@futureforge.com,FutureForge,Social Media,SQL,57,,,,2020-07-20T00:00:00
3774,Elizabeth,Gonzalez,elizabeth.gonzalez3774@rapidcloud.com,RapidCloud,Outbound - Cold,Disqualified,30,,,,2023-07-04T00:00:00
3775,Robert,Miller,robert.miller3775@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,Converted,98,1350,114,2024-08-15,2024-06-14T00:00:00
3776,Michael,Williams,michael.williams3776@primepathdigital.com,PrimePath Digital,Product-Led,Converted,97,3365,445,2024-05-14,2024-02-23T00:00:00
3777,Susan,Taylor,susan.taylor3777@techflowinc.com,TechFlow Inc,Inbound - Web,SQL,72,,,,2022-10-04T00:00:00
3778,Susan,Garcia,susan.garcia3778@cybervault.com,CyberVault,Outbound - SDR,MQL,98,,,,2023-10-08T00:00:00
3779,Robert,Martinez,robert.martinez3779@rapidcloud.com,RapidCloud,Inbound - Webinar,SQL,70,,,,2022-07-17T00:00:00
3780,Richard,Martinez,richard.martinez3780@brightwavetech.com,BrightWave Tech,Partner Referral,Working,66,,,,2023-08-03T00:00:00
3781,Barbara,Taylor,barbara.taylor3781@quantumlogiclabs.com,QuantumLogic Labs,Social Media,Converted,76,474,919,2023-07-11,2023-06-28T00:00:00
3782,Mary,Johnson,mary.johnson3782@databridgecorp.com,DataBridge Corp,Social Media,Nurture,12,,,,2022-07-06T00:00:00
3783,Thomas,Martin,thomas.martin3783@streamlineanalytics.com,StreamLine Analytics,Partner Referral,Converted,67,68,139,2023-05-28,2023-03-28T00:00:00
3784,Mary,Garcia,mary.garcia3784@metasync.com,MetaSync,Paid Search,Nurture,43,,,,2022-03-08T00:00:00
3785,Daniel,Miller,daniel.miller3785@primepathdigital.com,PrimePath Digital,Paid Search,Nurture,20,,,,2020-04-01T00:00:00
3786,William,Davis,william.davis3786@rapidcloud.com,RapidCloud,Paid Search,New,36,,,,2020-09-13T00:00:00
3787,Michael,Gonzalez,,CyberVault,,Disqualified,21,,,,2024-08-11T00:00:00
3788,Sarah,Martinez,sarah.martinez3788@cloudscalesystems.com,CloudScale Systems,Product-Led,MQL,61,,,,2023-10-19T00:00:00
3789,Charles,Martin,charles.martin3789@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,SQL,97,,,,2021-09-10T00:00:00
3790,John,Thomas,john.thomas3790@primepathdigital.com,PrimePath Digital,Outbound - SDR,MQL,86,,,,2021-06-03T00:00:00
